Dataset 1,Dataset 2,,,,,,,,,,,
C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\happy_p.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\sad_p.csv,,,,,,,,,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom,N1,N2,P1(a),P1(b),P1(etc),P2(a),P2(b),P2(etc)
Sister (over 18),g9b,1.636473785,-,1,[67.0],[176.0],0.895522388,0.104477612,0,0.829545455,0.170454545,0
A sexual image or video that shows someone's 'private parts' [translate as appropriate],f33b,1.632285186,+,2,[126.0],[193.0],0.293650794,0.666666667,0.03968254,0.357512953,0.595854922,0.046632124
In a chatroom,f32g,1.620218907,-,1,[126.0],[193.0],0.920634921,0.079365079,0,0.875647668,0.124352332,0
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,1.605535077,+,2,[657.0],[727.0],0.378995434,0.554033486,0.066971081,0.396148556,0.524071527,0.079779917
On an online video sharing platform (e.g. YouTube; [add local examples]),f32d,1.497079885,+,1,[109.0],[176.0],0.431192661,0.568807339,0,0.505681818,0.494318182,0
If you have received any sexual messages; how did you feel about what you saw?,f35,1.490454672,+,3,[81.0],[169.0],0.111111111,0.160493827,0.728395062,0.124260355,0.147928994,0.727810651
Someone or somewhere else: please state____,a3l,1.483671494,-,1,[804.0],[864.0],0.961442786,0.038557214,0,0.949074074,0.050925926,0
If you have seen images of this kind; how did you feel about what you saw?,f29,1.417778919,-,3,[178.0],[284.0],0.08988764,0.151685393,0.758426966,0.10915493,0.183098592,0.707746479
Thinking now about the LAST TIME this happened to you; how upset were you about what happened?,f13,1.383315874,+,2,[86.0],[183.0],0.395348837,0.581395349,0.023255814,0.393442623,0.551912568,0.054644809
I am a school student,a4a,1.364731566,-,1,[804.0],[872.0],0.055970149,0.944029851,0,0.043577982,0.956422018,0
Others,d15f,1.349228467,-,1,[422.0],[478.0],0.545023697,0.454976303,0,0.506276151,0.493723849,0
PisoNet,b6g,1.325151696,+,2,[788.0],[852.0],0.695431472,0.300761421,0.003807107,0.694835681,0.296948357,0.008215962
Because of the ethnic group I belong to,a22l,1.296026781,+,1,[360.0],[604.0],0.944444444,0.055555556,0,0.960264901,0.039735099,0
By text (SMS); images (MMS); or otherwise on my mobile phone,f32l,1.260706422,+,1,[126.0],[193.0],0.936507937,0.063492063,0,0.96373057,0.03626943,0
Because of my height or weight,a22d,1.238292796,-,1,[360.0],[604.0],0.719444444,0.280555556,0,0.685430464,0.314569536,0
An image or video that shows sexual acts or people having sex,f33c,1.236030686,+,2,[125.0],[192.0],0.496,0.472,0.032,0.505208333,0.4375,0.057291667
I've met with another woman like myself whom i just got acquainted with on internet,f6f,1.2,-,1,[28.0],[56.0],0.5,0.5,0,0.375,0.625,0
Cousin,f14j,1.181232136,-,1,[84.0],[182.0],0.726190476,0.273809524,0,0.659340659,0.340659341,0
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,1.158930476,+,2,[716.0],[795.0],0.544692737,0.425977654,0.029329609,0.547169811,0.413836478,0.038993711
In the PAST YEAR; how often did this happen?,f19,1.121111447,+,2,[126.0],[258.0],0.476190476,0.492063492,0.031746032,0.511627907,0.441860465,0.046511628
In a magazine or book,f31a,1.051454623,-,2,[181.0],[289.0],0.591160221,0.359116022,0.049723757,0.598615917,0.370242215,0.031141869
Are you able to access the internet when you want to or need to?,b3,1.049287504,-,1,[798.0],[864.0],0.097744361,0.902255639,0,0.083333333,0.916666667,0
I tried to get the other person to leave me alone,f16d,1.045084873,+,1,[78.0],[176.0],0.833333333,0.166666667,0,0.880681818,0.119318182,0
On a social networking site (e.g. Facebook; Twitter etc.),f21c,1.037833527,+,1,[52.0],[138.0],0.346153846,0.653846154,0,0.427536232,0.572463768,0
Classmate,f14n,1.02391277,+,1,[84.0],[182.0],0.595238095,0.404761905,0,0.659340659,0.340659341,0
My mother or father (or step/foster mother or father),f14a,0.983024531,+,1,[84.0],[182.0],0.630952381,0.369047619,0,0.692307692,0.307692308,0
My siblings,b10b2,0.960091868,+,1,[293.0],[320.0],0.624573379,0.375426621,0,0.6625,0.3375,0
I do unpaid work,a4d,0.958579239,-,1,[804.0],[871.0],0.991293532,0.008706468,0,0.986222732,0.013777268,0
Counterstrike,d15e,0.951335116,+,1,[421.0],[477.0],0.648456057,0.351543943,0,0.679245283,0.320754717,0
Because of a disability,a22e,0.947015633,-,1,[360.0],[604.0],0.938888889,0.061111111,0,0.92218543,0.07781457,0
Because I am not studying (i.e.; out-of-school),a22n,0.945795928,-,1,[360.0],[604.0],0.975,0.025,0,0.963576159,0.036423841,0
On television; film,f31b,0.93710286,-,2,[181.0],[289.0],0.35359116,0.624309392,0.022099448,0.311418685,0.667820069,0.020761246
Siblings (including half; step or foster siblings),a3f,0.918003061,+,1,[804.0],[865.0],0.26119403,0.73880597,0,0.282080925,0.717919075,0
I played games with other people online,c4z,0.898909408,+,2,[782.0],[839.0],0.750639386,0.244245524,0.00511509,0.759237187,0.232419547,0.008343266
Another adult I trust,f14f,0.834081336,-,1,[84.0],[182.0],0.916666667,0.083333333,0,0.879120879,0.120879121,0
I blocked the person from contacting me,f16i,0.799813318,+,1,[78.0],[176.0],0.794871795,0.205128205,0,0.840909091,0.159090909,0
In the PAST YEAR; how often have you treated someone in this way?,f25,0.776255507,-,2,[72.0],[185.0],0.583333333,0.388888889,0.027777778,0.524324324,0.437837838,0.037837838
I learned something new by searching online,c4a,0.717782631,-,2,[771.0],[854.0],0.568093385,0.426718547,0.005188067,0.556206089,0.43559719,0.008196721
How do you usually respond to requests from people to become your ‘friends’ online?,d10,0.67099545,-,3,[590.0],[683.0],0.194915254,0.738983051,0.066101695,0.181551977,0.755490483,0.06295754
Parents (or relatives) of my spouse or partner,a3i,0.662217903,-,1,[804.0],[864.0],0.976368159,0.023631841,0,0.969907407,0.030092593,0
Grandparent(s) or other relatives,a3e,0.654500593,-,1,[804.0],[864.0],0.697761194,0.302238806,0,0.679398148,0.320601852,0
A teacher,f14d,0.631771861,+,1,[84.0],[182.0],0.880952381,0.119047619,0,0.912087912,0.087912088,0
Others,b10e,0.622287892,-,1,[292.0],[320.0],0.921232877,0.078767123,0,0.903125,0.096875,0
Mother,a3a,0.620447858,+,1,[804.0],[865.0],0.146766169,0.853233831,0,0.160693642,0.839306358,0
How often do you get some new clothes to wear?,a14,0.611118181,+,2,[797.0],[856.0],0.077791719,0.899623588,0.022584693,0.087616822,0.887850467,0.02453271
A younger brother or sister,g9c,0.582282584,+,1,[67.0],[176.0],0.805970149,0.194029851,0,0.846590909,0.153409091,0
Because of my attitude,a22j,0.58086796,-,1,[360.0],[604.0],0.725,0.275,0,0.701986755,0.298013245,0
My parents,b10b1,0.566854991,+,1,[292.0],[320.0],0.732876712,0.267123288,0,0.759375,0.240625,0
Do you connect to the internet by yourself?,b10a,0.546399123,-,1,[796.0],[859.0],0.400753769,0.599246231,0,0.383003492,0.616996508,0
Minecraft,d15a,0.495762572,+,1,[421.0],[477.0],0.570071259,0.429928741,0,0.593291405,0.406708595,0
How often do you have fish or meat to eat?,a17a,0.492102632,+,2,[804.0],[859.0],0.11318408,0.874378109,0.012437811,0.121071013,0.863795111,0.015133877
Because of my opinions or beliefs,a22i,0.450628242,-,1,[360.0],[604.0],0.844444444,0.155555556,0,0.82781457,0.17218543,0
In the PAST YEAR; how often did this happen?,f12,0.434455564,+,2,[86.0],[185.0],0.465116279,0.488372093,0.046511628,0.508108108,0.448648649,0.043243243
Because of my skin colour,a22b,0.433234901,+,1,[360.0],[605.0],0.780555556,0.219444444,0,0.798347107,0.201652893,0
In the PAST YEAR; how often have you sent or posted sexual messages?,f39,0.429534681,+,2,[23.0],[79.0],0.260869565,0.608695652,0.130434783,0.316455696,0.53164557,0.151898734
YouTube,d1g,0.418568521,-,1,[745.0],[831.0],0.422818792,0.577181208,0,0.406738869,0.593261131,0
Visit a chat room,i6f,0.41612227,+,2,[672.0],[749.0],0.337797619,0.59077381,0.071428571,0.353805073,0.578104139,0.068090788
By messages sent to me on my phone (SMS/TEXT or MMS),f21b,0.406445915,-,1,[52.0],[138.0],0.673076923,0.326923077,0,0.623188406,0.376811594,0
Your brother or sister (including step siblings),h2b,0.399394722,-,1,[777.0],[830.0],0.667953668,0.332046332,0,0.653012048,0.346987952,0
How easily can you find a quiet place to study or do homework?,a15,0.33548849,-,2,[789.0],[862.0],0.183776933,0.80608365,0.010139417,0.174013921,0.814385151,0.011600928
Because of my sexual orientation,a22g,0.324569769,-,1,[360.0],[604.0],0.958333333,0.041666667,0,0.950331126,0.049668874,0
Grandfather/Grandmother,h2k,0.32011368,-,1,[777.0],[830.0],0.868725869,0.131274131,0,0.859036145,0.140963855,0
It is safe for younger children to play outside during the day,k4b,0.310188532,+,2,[787.0],[838.0],0.207115629,0.780177891,0.01270648,0.215990453,0.77326969,0.010739857
In a chatroom,f21f,0.309717383,+,1,[18.0],[82.0],0.666666667,0.333333333,0,0.731707317,0.268292683,0
Aunt/Uncle,f14k,0.240755705,-,1,[84.0],[182.0],0.869047619,0.130952381,0,0.846153846,0.153846154,0
By messages sent by the phone (SMS/Text or MMS),f27b,0.210515766,-,1,[27.0],[89.0],0.666666667,0.333333333,0,0.617977528,0.382022472,0
Someone whose job it is to help children [give examples if needed],h2e,0.195177518,-,1,[777.0],[829.0],0.985842986,0.014157014,0,0.983112183,0.016887817,0
My brother or sister (orstep/foster/half siblings),f14b,0.179564964,-,1,[84.0],[182.0],0.75,0.25,0,0.725274725,0.274725275,0
Via a mobile phone; computer; tablet or anyother online device,f31c,0.178089879,+,2,[184.0],[286.0],0.282608696,0.695652174,0.02173913,0.283216783,0.688811189,0.027972028
A photo that clearly shows your face,d9a,0.174292648,+,2,[600.0],[691.0],0.131666667,0.845,0.023333333,0.138929088,0.836468886,0.024602026
Friends who are older than me,b10c2,0.172366885,-,1,[292.0],[320.0],0.852739726,0.147260274,0,0.840625,0.159375,0
On an online photo sharing platform (e.g. Instagram; Flickr; [add local examples]),f32e,0.168452278,-,1,[69.0],[98.0],0.869565217,0.130434783,0,0.846938776,0.153061224,0
Read/watch news online,i6h,0.152834868,+,2,[695.0],[775.0],0.548201439,0.411510791,0.04028777,0.550967742,0.40516129,0.043870968
Priest/Pastor/Nun,h2p,0.134411835,+,1,[777.0],[829.0],0.984555985,0.015444015,0,0.986731001,0.013268999,0
Boyfriend/Girlfriend,f14o,0.131006249,-,1,[84.0],[182.0],0.904761905,0.095238095,0,0.89010989,0.10989011,0
Relatives,b10b3,0.129446464,+,1,[292.0],[320.0],0.845890411,0.154109589,0,0.85625,0.14375,0
I ignored the problem or hoped the problem would go away by itself,f16a,0.126461046,-,1,[78.0],[176.0],0.461538462,0.538461538,0,0.4375,0.5625,0
Warcraft DOTA,d15b,0.12628512,-,1,[420.0],[477.0],0.85952381,0.14047619,0,0.85115304,0.14884696,0
A friend around my age,f14c,0.111147383,-,1,[84.0],[182.0],0.5,0.5,0,0.478021978,0.521978022,0
I closed the window or app,f16b,0.08511269,-,1,[78.0],[176.0],0.833333333,0.166666667,0,0.818181818,0.181818182,0
On a social networking site (e.g.; Facebook; Twitter),f27c,0.080103911,+,1,[27.0],[89.0],0.407407407,0.592592593,0,0.438202247,0.561797753,0
By Bluetooth,f32m,0.069122187,+,1,[126.0],[193.0],0.952380952,0.047619048,0,0.958549223,0.041450777,0
Because of where my family is from,a22a,0.068661086,+,1,[360.0],[604.0],0.811111111,0.188888889,0,0.817880795,0.182119205,0
Neighbor,f14r,0.059308807,+,1,[84.0],[182.0],0.857142857,0.142857143,0,0.868131868,0.131868132,0
Mother or step-/foster mother,g9e,0.055465704,-,1,[67.0],[176.0],0.880597015,0.119402985,0,0.869318182,0.130681818,0
Grandfather/Grandmother,f14l,0.042806566,+,1,[84.0],[182.0],0.892857143,0.107142857,0,0.901098901,0.098901099,0
Brother (over 18),g9a,0.03333223,-,1,[67.0],[176.0],0.805970149,0.194029851,0,0.795454545,0.204545455,0
Because my parents are not around (i.e.; OFW),a22k,0.032889571,+,1,[360.0],[604.0],0.952777778,0.047222222,0,0.955298013,0.044701987,0
I do paid employment,a4c,0.028172407,-,1,[804.0],[871.0],0.983830846,0.016169154,0,0.982778416,0.017221584,0
By popups on the internet (unrequested windows that appear during web surfing),f32j,0.025408568,-,1,[126.0],[193.0],0.896825397,0.103174603,0,0.89119171,0.10880829,0
Because I do not have a permanent residence / house,a22o,0.019825403,-,1,[360.0],[604.0],0.975,0.025,0,0.973509934,0.026490066,0
I am looking for work,a4e,0.010780301,-,1,[804.0],[871.0],0.991293532,0.008706468,0,0.990815155,0.009184845,0
League of Legends,d15d,0.008259244,-,1,[421.0],[477.0],0.719714964,0.280285036,0,0.716981132,0.283018868,0
DOTA 2,d15c,0.006866353,+,1,[420.0],[477.0],0.788095238,0.211904762,0,0.790356394,0.209643606,0
How old were you when you first used the internet?,b1,0.005383087,-,1,[794.0],[861.0],0.823677582,0.176322418,0,0.822299652,0.177700348,0
I felt a bit guilty about what went wrong,f16c,0.004171702,-,1,[78.0],[176.0],0.782051282,0.217948718,0,0.778409091,0.221590909,0
In an advert,f32n,0.004138591,+,1,[126.0],[193.0],0.888888889,0.111111111,0,0.89119171,0.10880829,0
Due to conflict / war in our area,a22m,0.002089911,-,1,[360.0],[604.0],0.980555556,0.019444444,0,0.98013245,0.01986755,0
Tumblr,d1j,0.001959804,-,1,[743.0],[830.0],0.990578735,0.009421265,0,0.990361446,0.009638554,0
Because of how I look or behave,a22h,0.001743887,+,1,[360.0],[604.0],0.730555556,0.269444444,0,0.731788079,0.268211921,0
Father or step-/foster father,g9d,0.001085035,-,1,[67.0],[176.0],0.910447761,0.089552239,0,0.909090909,0.090909091,0
I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP)),f16j,0.000891511,-,1,[78.0],[176.0],0.91025641,0.08974359,0,0.909090909,0.090909091,0
I live in a foster home or children's home,a3j,,,1,[804.0],[864.0],1,0,0,0.997685185,0.002314815,0
I live alone,a3k,,,1,[804.0],[864.0],1,0,0,0.997685185,0.002314815,0
Schooling,a5,,,3,[806.0],[867.0],0.006203474,0.992555831,0.001240695,0.00461361,0.988465975,0.006920415
At home,b6b,,,2,[795.0],[861.0],0.529559748,0.465408805,0.005031447,0.468060395,0.526132404,0.005807201
In a public place (for example; in libraries; cafés; computer shops),b6d,,,2,[793.0],[856.0],0.670870113,0.326607818,0.002522068,0.664719626,0.33411215,0.001168224
When I am on my way somewhere (e.g. on the street; in a bus or car),b6e,,,2,[783.0],[851.0],0.913154534,0.083014049,0.003831418,0.833137485,0.159811986,0.007050529
When I am somewhere by myself,b6f,,,2,[790.0],[853.0],0.758227848,0.240506329,0.001265823,0.626025791,0.365767878,0.008206331
A mobile phone that is not a smartphone,b7a,,,2,[790.0],[849.0],0.798734177,0.198734177,0.002531646,0.726737338,0.266195524,0.007067138
A smartphone [iPhone; Samsung Galaxy; Cherry Mobile; Star Mobile; etc],b7b,,,2,[789.0],[854.0],0.579214195,0.418250951,0.002534854,0.5,0.494145199,0.005854801
A desktop computer,b7c,,,2,[790.0],[858.0],0.698734177,0.298734177,0.002531646,0.673659674,0.320512821,0.005827506
A tablet [iPad; Samsung Galaxy tab; PLDT Home tablet; etc],b7e,,,2,[782.0],[856.0],0.835038363,0.162404092,0.002557545,0.761682243,0.234813084,0.003504673
A mobile phone that is not a smartphone,b8a,,,2,[157.0],[230.0],0.458598726,0.535031847,0.006369427,0.360869565,0.608695652,0.030434783
A smartphone [iPhone; Samsung Galaxy; Cherry Mobile; Star Mobile; etc],b8b,,,2,[331.0],[423.0],0.314199396,0.682779456,0.003021148,0.274231678,0.713947991,0.011820331
A desktop computer,b8c,,,2,[238.0],[277.0],0.764705882,0.231092437,0.004201681,0.667870036,0.314079422,0.018050542
A laptop or notebook computer,b8d,,,2,[114.0],[169.0],0.596491228,0.403508772,0,0.532544379,0.443786982,0.023668639
A tablet [iPad; Samsung Galaxy tab; PLDT Home tablet; etc],b8e,,,2,[130.0],[201.0],0.530769231,0.453846154,0.015384615,0.47761194,0.502487562,0.019900498
A games console [Playstation; Xbox; PSP; Nintendo; 3DS; etc],b8f,,,2,[72.0],[120.0],0.597222222,0.388888889,0.013888889,0.641666667,0.308333333,0.05
Do you usually have a good time or fun when you go online?,c1,,,3,[794.0],[861.0],0.895465995,0.099496222,0.005037783,0.905923345,0.087108014,0.006968641
I used the internet for schoolwork,c4c,,,2,[782.0],[856.0],0.517902813,0.475703325,0.006393862,0.498831776,0.496495327,0.004672897
I watched video clips (e.g. on YouTube [insert local examples]),c4x,,,2,[779.0],[845.0],0.567394095,0.428754814,0.003851091,0.514792899,0.480473373,0.004733728
I played online games alone,c4y,,,2,[786.0],[850.0],0.634860051,0.360050891,0.005089059,0.671764706,0.325882353,0.002352941
I listened to music online (by downloading or streaming),c4bb,,,2,[774.0],[844.0],0.645994832,0.351421189,0.002583979,0.624407583,0.369668246,0.005924171
I watched my favourite TV shows,c4cc,,,2,[779.0],[848.0],0.535301669,0.462130937,0.002567394,0.487028302,0.509433962,0.003537736
My mother or father (or step/foster mother or father),c6a,,,2,[763.0],[843.0],0.743119266,0.25163827,0.005242464,0.646500593,0.349940688,0.003558719
A friend around my age,c6c,,,2,[766.0],[844.0],0.721932115,0.274151436,0.003916449,0.610189573,0.38507109,0.004739336
My mother or father (or step/foster mother or father),c7a,,,2,[750.0],[830.0],0.770666667,0.222666667,0.006666667,0.657831325,0.337349398,0.004819277
A friend around my age,c7c,,,2,[751.0],[829.0],0.705725699,0.291611185,0.002663116,0.592279855,0.399276236,0.008443908
A friend around my age,c8c,,,2,[606.0],[687.0],0.592409241,0.400990099,0.00660066,0.491994178,0.502183406,0.005822416
Someone I first met on the internet; but who has no other connection to my life outside of the internet,c8g,,,2,[592.0],[681.0],0.886824324,0.106418919,0.006756757,0.825256975,0.16886931,0.005873715
Making presentations,c10a,,,2,[759.0],[828.0],0.79314888,0.201581028,0.005270092,0.706521739,0.287439614,0.006038647
Writing things,c10b,,,2,[760.0],[833.0],0.798684211,0.197368421,0.003947368,0.675870348,0.318127251,0.006002401
Making pictures,c10c,,,2,[757.0],[836.0],0.721268164,0.274768824,0.003963012,0.600478469,0.395933014,0.003588517
Practising something I am learning (e.g. maths or a language or music),c10d,,,2,[767.0],[843.0],0.685788787,0.31029987,0.003911343,0.606168446,0.386714116,0.007117438
Checking out information on the school website,c10e,,,2,[756.0],[833.0],0.830687831,0.165343915,0.003968254,0.732292917,0.261704682,0.006002401
Doing group work with other students,c10f,,,2,[766.0],[837.0],0.729765013,0.266318538,0.003916449,0.641577061,0.352449223,0.005973716
Communicating with teachers (e.g. submitting homework or asking a question),c10h,,,2,[758.0],[838.0],0.874670185,0.122691293,0.002638522,0.812649165,0.178997613,0.008353222
I know how to remove people from my contact lists,e1m,,,2,[619.0],[705.0],0.176090468,0.822294023,0.001615509,0.129078014,0.860992908,0.009929078
I know how to block,e1m1,,,2,[617.0],[705.0],0.317666126,0.680713128,0.001620746,0.221276596,0.771631206,0.007092199
I know when I should and shouldn't share information online,e1n,,,2,[616.0],[702.0],0.23538961,0.75974026,0.00487013,0.175213675,0.817663818,0.007122507
I know how to post online video or music that I have created myself,e1q,,,2,[197.0],[311.0],0.319796954,0.670050761,0.010152284,0.22829582,0.75562701,0.01607717
I know how to install apps on a mobile device (e.g. phone or tablet),e1v,,,2,[758.0],[833.0],0.308707124,0.688654354,0.002638522,0.180072029,0.81392557,0.006002401
More or less; how many are your followers?,d7b,,,14,[467.0],[588.0],0.250535332,0.173447537,0.576017131,0.154761905,0.173469388,0.671768707
More or less; how many do you follow?,d7c,,,14,[468.0],[597.0],0.292735043,0.185897436,0.521367521,0.21440536,0.194304858,0.591289782
If you met anyone face-to-face that you first got to know on the internet; how did you feel about it?,f4,,,3,[70.0],[144.0],0.642857143,0.2,0.157142857,0.583333333,0.194444444,0.222222222
Thinking about the LAST TIME you were bothered by meeting someone in this way; how old was the person you actually met?,f5,,,2,[6.0],[30.0],0.666666667,0.166666667,0.166666667,0.766666667,0.166666667,0.066666667
I've met face to face with a person I just got acquainted on internet but is already known by my friends or relatives,f6a,,,2,[69.0],[141.0],0.463768116,0.52173913,0.014492754,0.368794326,0.624113475,0.007092199
I've met face to face with a person I just got acquainted on internet and who is totally unknown to anyone I personally know,f6b,,,2,[68.0],[141.0],0.632352941,0.352941176,0.014705882,0.560283688,0.425531915,0.014184397
I've met with a foreigner (different nationality),f6c,,,2,[69.0],[143.0],0.811594203,0.188405797,0,0.685314685,0.293706294,0.020979021
I've met face to face with a person I just got acquainted on internet and she/he was accompanied by another girl/boy,f6e,,,2,[68.0],[145.0],0.661764706,0.323529412,0.014705882,0.531034483,0.455172414,0.013793103
I've met with another man like myself whom i just got acquainted with on internet,f6g,,,2,[41.0],[87.0],0.658536585,0.341463415,0,0.505747126,0.471264368,0.022988506
I've met with LGBT person (lesbian; gay; bisexual; transgender) whom i just got acquainted with on internet,f6h,,,2,[68.0],[143.0],0.882352941,0.102941176,0.014705882,0.692307692,0.286713287,0.020979021
In the PAST YEAR; how many people have you gone to a meeting with face-to-face that you had previously only met on the internet?,f8,,,2,[64.0],[148.0],0.171875,0.8125,0.015625,0.114864865,0.871621622,0.013513514
Nanny,f14m,,,1,[84.0],[182.0],1,0,0,0.994505495,0.005494505,0
Someone whose job it is to help children,f14e,,,1,[84.0],[182.0],0.964285714,0.035714286,0,0.978021978,0.021978022,0
Godfather/Godmother,f14p,,,1,[84.0],[182.0],0.964285714,0.035714286,0,0.950549451,0.049450549,0
Priest/Pastor/Nun,f14q,,,1,[84.0],[182.0],0.988095238,0.011904762,0,0.994505495,0.005494505,0
Someone else,f14g,,,1,[84.0],[182.0],0.964285714,0.035714286,0,0.934065934,0.065934066,0
Prefer not to say,f14i,,,1,[84.0],[182.0],0.952380952,0.047619048,0,0.961538462,0.038461538,0
The last time something happened online that bothered or upset you in some way; how long did you feel like that for?,f15,,,2,[83.0],[179.0],0.638554217,0.325301205,0.036144578,0.418994413,0.56424581,0.016759777
I tried to get back at the other person,f16e,,,1,[78.0],[176.0],0.974358974,0.025641026,0,0.994318182,0.005681818,0
Other actions taken,f16k,,,1,[78.0],[176.0],0.923076923,0.076923077,0,0.948863636,0.051136364,0
In person face-to-face (by someone with you in the same place),f20a,,,2,[128.0],[255.0],0.4296875,0.5546875,0.015625,0.529411765,0.450980392,0.019607843
On a media sharing platform (YouTube; Instagram; Flickr),f21d,,,1,[52.0],[138.0],0.961538462,0.038461538,0,0.891304348,0.108695652,0
By instant messaging (MSN; What’s app; Skype etc.),f21e,,,1,[52.0],[138.0],0.980769231,0.019230769,0,0.934782609,0.065217391,0
In an online game,f21g,,,1,[26.0],[71.0],0.807692308,0.192307692,0,0.830985915,0.169014085,0
Some other way,f21h,,,1,[52.0],[138.0],0.923076923,0.076923077,0,0.920289855,0.079710145,0
Prefer not to say,f21i,,,1,[52.0],[138.0],0.980769231,0.019230769,0,0.992753623,0.007246377,0
Nasty or hurtful messages were sent to me,f22a,,,2,[129.0],[254.0],0.519379845,0.472868217,0.007751938,0.397637795,0.578740157,0.023622047
Nasty or hurtful messages were passed around or posted where others could see,f22b,,,2,[128.0],[250.0],0.7734375,0.21875,0.0078125,0.68,0.304,0.016
I was threatened on the internet,f22d,,,2,[125.0],[248.0],0.792,0.2,0.008,0.657258065,0.326612903,0.016129032
In person face-to-face (a person that is together with you in the same place at the same time),f26a,,,2,[71.0],[185.0],0.394366197,0.563380282,0.042253521,0.513513514,0.475675676,0.010810811
By instant messaging (MSN; WhatsApp; Skype etc.),f27d,,,1,[27.0],[89.0],1,0,0,0.91011236,0.08988764,0
On a media sharing platform (YouTube; Instagram; Flickr),f27e,,,1,[27.0],[89.0],1,0,0,0.91011236,0.08988764,0
In a chatroom,f27f,,,1,[12.0],[51.0],0.666666667,0.333333333,0,0.764705882,0.235294118,0
In an online game,f27g,,,1,[19.0],[55.0],0.789473684,0.210526316,0,0.763636364,0.236363636,0
Some other way,f27h,,,1,[27.0],[89.0],1,0,0,0.898876404,0.101123596,0
Prefer not to say,f27i,,,1,[27.0],[89.0],0.962962963,0.037037037,0,0.988764045,0.011235955,0
By instant messaging (MSN; WhatsApp; Skype; [add local examples]),f32k,,,1,[126.0],[193.0],0.984126984,0.015873016,0,0.974093264,0.025906736,0
Prefer not to say,f32o,,,1,[126.0],[193.0],0.976190476,0.023809524,0,0.96373057,0.03626943,0
Something else sexual or embarrassing,f33e,,,2,[127.0],[193.0],0.385826772,0.614173228,0,0.305699482,0.658031088,0.03626943
By text messages sent to me on my phone (SMS/text or MMS),f37b,,,2,[85.0],[170.0],0.729411765,0.270588235,0,0.611764706,0.382352941,0.005882353
On a social networking site (e.g.; Facebook; Twitter etc.),f37c,,,2,[85.0],[172.0],0.258823529,0.729411765,0.011764706,0.244186047,0.720930233,0.034883721
On a media sharing platform (YouTube; Instagram; Flickr),f37d,,,2,[84.0],[172.0],0.75,0.25,0,0.651162791,0.313953488,0.034883721
By IM (MSN; WhatsApp; Skype; etc.),f37e,,,2,[83.0],[168.0],0.951807229,0.048192771,0,0.696428571,0.273809524,0.029761905
In a chatroom (video chat),f37f,,,2,[83.0],[167.0],0.795180723,0.192771084,0.012048193,0.676646707,0.299401198,0.023952096
In an online game,f37g,,,2,[84.0],[168.0],0.833333333,0.154761905,0.011904762,0.714285714,0.261904762,0.023809524
In a gaming community (also on the Xbox and other game consoles),f37h,,,2,[82.0],[165.0],0.93902439,0.06097561,0,0.812121212,0.16969697,0.018181818
I have sent someone a sexual message (e.g.; words; pictures or video) on the internet,f40a,,,2,[24.0],[78.0],0.791666667,0.208333333,0,0.628205128,0.333333333,0.038461538
I have posted a sexual message (e.g.; words; pictures or video) where other people could see it on the internet,f40b,,,2,[24.0],[78.0],0.708333333,0.291666667,0,0.641025641,0.320512821,0.038461538
I have asked someone on the internet for sexual information about him or herself (like what his or her body looks like without clothes on or sexual things he or she has done),f40c,,,2,[23.0],[79.0],0.913043478,0.086956522,0,0.64556962,0.278481013,0.075949367
Ways of committing suicide,f41b,,,1,[1.0],[3.0],1,0,0,0.666666667,0.333333333,0
About sex,f41m,,,1,[2.0],[3.0],0.5,0.5,0,1,0,0
I have gone without eating or sleeping because of the time I spent on the internet,f45a,,,2,[763.0],[827.0],0.840104849,0.157273919,0.002621232,0.697702539,0.295042322,0.007255139
Nanny,h2n,,,1,[777.0],[829.0],0.997425997,0.002574003,0,0.99517491,0.00482509,0
Imagine if given the opportunity to finish your studies or to get your desired career in the future; where do you want to work?,a28,,,2,[803.0],[864.0],0.98505604,0.00124533,0.01369863,0.976851852,0.009259259,0.013888889
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,,,2,[46.0],[89.0],0.717391304,0.260869565,0.02173913,0.662921348,0.325842697,0.011235955
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,,,2,[26.0],[96.0],0.846153846,0.115384615,0.038461538,0.729166667,0.270833333,0
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); did it happen when you were using which of the following?,g4,,,4,[76.0],[199.0],0.644736842,0.197368421,0.157894737,0.67839196,0.150753769,0.170854271
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); who was the person who did this?,g5,,,9,[69.0],[186.0],0.202898551,0.173913043,0.623188406,0.198924731,0.14516129,0.655913978
Teacher/ educator,g9h,,,1,[67.0],[176.0],0.925373134,0.074626866,0,0.948863636,0.051136364,0
