Dataset 1,Dataset 2,,,,,,,,,,,
C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\12to14_p.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\15to17_p.csv,,,,,,,,,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom,N1,N2,P1(a),P1(b),P1(etc),P2(a),P2(b),P2(etc)
Here is a picture of a ladder. The top of the ladder ‘10’ is the best possible life for you and the bottom ‘0’ is the worst possible life for you. In general; where on the ladder do you feel you stand at the moment? Mark the circle next to the number that best describes where you stand.,h1,0.01830032,-,1,[588.0],[560.0],0.156462585,0.843537415,0,0.153571429,0.846428571,0
Your mother or father (including step/foster mother or father),h2a,0.46304598,+,1,[603.0],[580.0],0.404643449,0.595356551,0,0.424137931,0.575862069,0
Your brother or sister (including step siblings),h2b,0.660126528,-,1,[601.0],[580.0],0.663893511,0.336106489,0,0.64137931,0.35862069,0
Cousin,h2i,8.320424517,-,1,[601.0],[580.0],0.801996672,0.198003328,0,0.731034483,0.268965517,0
Aunt/Uncle,h2j,0.662513784,+,1,[601.0],[581.0],0.881863561,0.118136439,0,0.896729776,0.103270224,0
Grandfather/Grandmother,h2k,1.171909011,+,1,[601.0],[580.0],0.863560732,0.136439268,0,0.884482759,0.115517241,0
A friend around my age,h2c,29.58407921,-,1,[601.0],[581.0],0.62063228,0.37936772,0,0.462994836,0.537005164,0
Boyfriend/Girlfriend,h2l,19.86102336,-,1,[601.0],[580.0],0.973377704,0.026622296,0,0.913793103,0.086206897,0
A teacher,h2d,9.542630032,-,1,[601.0],[580.0],0.931780366,0.068219634,0,0.879310345,0.120689655,0
Classmate,h2m,5.549372434,-,1,[601.0],[580.0],0.805324459,0.194675541,0,0.748275862,0.251724138,0
Someone whose job it is to help children [give examples if needed],h2e,0.091476988,-,1,[601.0],[580.0],0.983361065,0.016638935,0,0.981034483,0.018965517,0
Nanny,h2n,,,1,[601.0],[580.0],0.996672213,0.003327787,0,0.998275862,0.001724138,0
Godfather/Godmother,h2o,0.24075966,+,1,[601.0],[580.0],0.975041597,0.024958403,0,0.979310345,0.020689655,0
Priest/Pastor/Nun,h2p,0.137569981,+,1,[601.0],[580.0],0.981697171,0.018302829,0,0.984482759,0.015517241,0
Neighbor,h2q,0.32611662,-,1,[601.0],[580.0],0.963394343,0.036605657,0,0.956896552,0.043103448,0
Another adult you trust,h2f,8.024453324,-,1,[601.0],[580.0],0.940099834,0.059900166,0,0.894827586,0.105172414,0
Someone else,h2g,0.212055034,-,1,[601.0],[580.0],0.975041597,0.024958403,0,0.970689655,0.029310345,0
No one,h2h,2.270734177,+,1,[601.0],[580.0],0.943427621,0.056572379,0,0.962068966,0.037931034,0
How easy is it for you to talk to your parent/carer about things that upset you?,i1,1.12121738,-,2,[572.0],[566.0],0.604895105,0.346153846,0.048951049,0.574204947,0.374558304,0.051236749
When I speak someone listens to what I say,i2a,3.718244469,-,2,[593.0],[580.0],0.119730185,0.861720067,0.018549747,0.089655172,0.882758621,0.027586207
My family really tries to help me,i2b,3.909509416,-,2,[600.0],[581.0],0.053333333,0.933333333,0.013333333,0.037865749,0.936316695,0.025817556
I feel safe at home,i2c,0.653389983,-,2,[612.0],[589.0],0.049019608,0.941176471,0.009803922,0.042444822,0.943972835,0.013582343
My parent(s)/carer(s) sets rules about what I can do at home,i3b,9.257580755,-,2,[601.0],[575.0],0.247920133,0.738768719,0.013311148,0.180869565,0.794782609,0.024347826
My parent(s)/carer(s) sets rules about what I can do outside the home,i3c,14.19053521,-,2,[593.0],[571.0],0.266441821,0.723440135,0.010118044,0.185639229,0.788091068,0.026269702
My parent(s)/carer(s) tells me when I am doing something well,i3d,2.996907416,-,2,[602.0],[587.0],0.215946844,0.77076412,0.013289037,0.178875639,0.802385009,0.018739353
My parent(s)/carer(s) praises me for behaving well,i3a,1.36088812,-,2,[597.0],[588.0],0.202680067,0.782244556,0.015075377,0.176870748,0.80952381,0.013605442
Encourages me to explore and learn things on the internet,i4a,9.386150458,-,2,[572.0],[575.0],0.590909091,0.38986014,0.019230769,0.500869565,0.474782609,0.024347826
Suggests ways to use the internet safely,i4b,4.16609888,-,2,[573.0],[571.0],0.441535777,0.542757417,0.015706806,0.383537653,0.595446585,0.021015762
Talks to me about what I do on the internet,i4c,4.613370194,-,2,[571.0],[573.0],0.516637478,0.464098074,0.019264448,0.453752182,0.521815009,0.02443281
Sits with me while I use the internet,i4d,11.35395305,-,2,[573.0],[574.0],0.602094241,0.385689354,0.012216405,0.503484321,0.479094077,0.017421603
Stays nearby when I use the internet,i4e,5.371449641,-,2,[568.0],[566.0],0.559859155,0.424295775,0.01584507,0.491166078,0.491166078,0.017667845
Does shared activities together with me on the internet,i4f,5.982244152,-,2,[578.0],[571.0],0.589965398,0.396193772,0.01384083,0.518388792,0.464098074,0.017513135
Talks to me about what to do if something online bothers or upsets me,i4g,8.443956044,-,2,[563.0],[563.0],0.584369449,0.38365897,0.031971581,0.500888099,0.468916519,0.030195382
Helps me when something is difficult to do or find on the internet,i4h,0.148981405,+,2,[571.0],[577.0],0.525394046,0.453590193,0.021015762,0.526863085,0.448873484,0.024263432
Explains why some websites are appropriate or inappropriate,i4i,2.1127869,-,2,[563.0],[563.0],0.545293073,0.429840142,0.024866785,0.504440497,0.463587922,0.031971581
Helps me when something bothers me on the internet,i4j,1.595678468,-,2,[561.0],[568.0],0.511586453,0.467023173,0.021390374,0.498239437,0.468309859,0.033450704
Talks to me about the commercial activities I am exposed to online,i4k,1.31656862,+,2,[209.0],[262.0],0.598086124,0.373205742,0.028708134,0.58778626,0.36259542,0.049618321
Told my parent/carer about things that bother or upset me on the internet,i5a,1.748280328,-,2,[551.0],[561.0],0.56261343,0.410163339,0.02722323,0.524064171,0.449197861,0.026737968
Helped my parent/carer to do something they found difficult on the internet,i5b,4.122421019,-,2,[565.0],[565.0],0.511504425,0.47079646,0.017699115,0.451327434,0.527433628,0.021238938
Started a discussion with my parent/carer about what I do on the internet,i5c,0.22980918,-,2,[572.0],[572.0],0.496503497,0.477272727,0.026223776,0.482517483,0.491258741,0.026223776
Asked for my parent's/carer's advice on how I should act online,i5d,0.453805246,-,2,[566.0],[570.0],0.558303887,0.418727915,0.022968198,0.556140351,0.426315789,0.01754386
Asked my parent/carer for something that I have seen advertised online,i5e,0.570284164,-,2,[565.0],[563.0],0.676106195,0.299115044,0.024778761,0.660746004,0.317939609,0.021314387
Ask for your parent's/carer's help with a situation on the internet that I could not handle,i5f,2.08951447,+,2,[567.0],[567.0],0.622574956,0.358024691,0.019400353,0.661375661,0.317460317,0.021164021
Use a web or phone camera (e.g.; for Skype or video chat),i6a,8.648633886,+,2,[524.0],[538.0],0.299618321,0.622137405,0.078244275,0.364312268,0.533457249,0.102230483
Download music or films,i6b,11.69107336,+,2,[535.0],[552.0],0.471028037,0.485981308,0.042990654,0.557971014,0.384057971,0.057971014
Visit a social networking site (e.g.; Facebook; [insert local terms]),i6c,21.09080005,+,2,[552.0],[562.0],0.570652174,0.39673913,0.032608696,0.676156584,0.270462633,0.053380783
Watch video clips (e.g.; on YouTube),i6d,14.3868512,+,2,[563.0],[560.0],0.53285968,0.431616341,0.035523979,0.626785714,0.323214286,0.05
Play games with other people online,i6e,6.806819779,+,2,[557.0],[537.0],0.482944345,0.47935368,0.037701975,0.502793296,0.4283054,0.068901304
Visit a chat room,i6f,12.25991352,+,2,[526.0],[524.0],0.374524715,0.566539924,0.058935361,0.444656489,0.463740458,0.091603053
Use instant messaging,i6g,10.05497465,+,2,[526.0],[524.0],0.435361217,0.522813688,0.041825095,0.498091603,0.433206107,0.06870229
Read/watch news online,i6h,18.84411008,+,2,[540.0],[548.0],0.557407407,0.412962963,0.02962963,0.656934307,0.291970803,0.051094891
Use the internet for school work,i6i,10.97557967,+,2,[566.0],[565.0],0.644876325,0.332155477,0.022968198,0.723893805,0.244247788,0.031858407
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,9.425824264,+,2,[500.0],[507.0],0.424,0.522,0.054,0.394477318,0.499013807,0.106508876
Put (or post) photos; videos or music online to share with others (including social networking or instant messaging),i6k,11.4506436,+,2,[529.0],[545.0],0.474480151,0.482041588,0.043478261,0.566972477,0.379816514,0.053211009
Parental controls or other means of blocking or filtering some types of website,i7a,2.844144142,-,2,[524.0],[529.0],0.77480916,0.160305344,0.064885496,0.746691871,0.160680529,0.092627599
Parental controls or other means of keeping track of the websites or apps I visit,i7b,2.431141271,+,2,[522.0],[531.0],0.762452107,0.19348659,0.044061303,0.741996234,0.192090395,0.065913371
Rules about how long or when I am allowed to go online,i7c,2.688199639,+,2,[552.0],[553.0],0.510869565,0.456521739,0.032608696,0.504520796,0.443037975,0.05244123
A service or contract that limits the time I spend on the internet,i7d,1.43185566,-,2,[543.0],[540.0],0.633517495,0.32412523,0.042357274,0.598148148,0.355555556,0.046296296
Software to prevent spam or junk mail/viruses,i7e,6.004150704,-,2,[520.0],[525.0],0.705769231,0.242307692,0.051923077,0.636190476,0.291428571,0.072380952
Parental controls that filter the apps I can download,i7f,4.528240152,-,2,[517.0],[527.0],0.723404255,0.243713733,0.032882012,0.685009488,0.256166983,0.058823529
Parental controls that alert my parent/carer when I want to buy content (in-app purchase),i7g,4.185826317,-,2,[512.0],[527.0],0.771484375,0.19140625,0.037109375,0.740037951,0.19544592,0.064516129
Software that limits the people I can be in touch with (through voice calls and SMS/TEXT MMS),i7h,11.86041898,-,2,[510.0],[524.0],0.703921569,0.264705882,0.031372549,0.604961832,0.341603053,0.053435115
Ad blocking software,i7i,4.741620512,-,2,[510.0],[524.0],0.792156863,0.152941176,0.054901961,0.744274809,0.169847328,0.085877863
Which friends or contacts you add to my social networking profile/instant messaging service,i8a,0.11406229,-,2,[470.0],[494.0],0.621276596,0.353191489,0.025531915,0.62145749,0.356275304,0.022267206
The messages in my email or other app for communicating with people,i8b,2.651909049,-,2,[543.0],[552.0],0.712707182,0.267034991,0.020257827,0.670289855,0.300724638,0.028985507
My profile on a social networking site or online community,i8c,0.527465552,+,2,[479.0],[501.0],0.532359081,0.442588727,0.025052192,0.538922156,0.429141717,0.031936128
Which websites I visited,i8d,0.679729255,+,2,[554.0],[549.0],0.705776173,0.268953069,0.025270758,0.724954463,0.255009107,0.02003643
The apps I downloaded,i8e,5.095108844,+,2,[453.0],[484.0],0.604856512,0.375275938,0.01986755,0.675619835,0.30785124,0.016528926
The in-app purchases I made,i8f,1.007786071,+,2,[429.0],[475.0],0.762237762,0.205128205,0.032634033,0.783157895,0.193684211,0.023157895
How much do you like school at present?,j1,1.698271821,+,2,[587.0],[550.0],0.098807496,0.889267462,0.011925043,0.110909091,0.869090909,0.02
Suggested ways to use the internet safely,j5a,6.388739225,-,2,[572.0],[542.0],0.356643357,0.627622378,0.015734266,0.287822878,0.699261993,0.012915129
Encouraged me to explore and learn things on the internet,j5b,11.27950463,-,2,[561.0],[535.0],0.536541889,0.449197861,0.01426025,0.435514019,0.54953271,0.014953271
Made rules about what I can do on the internet at school,j5c,7.612511989,-,2,[553.0],[525.0],0.540687161,0.444846293,0.014466546,0.459047619,0.518095238,0.022857143
Helped me when I found something difficult to do or find on the internet,j5d,6.921838609,-,2,[544.0],[515.0],0.564338235,0.424632353,0.011029412,0.487378641,0.493203883,0.019417476
Talked to me about what I do on the internet,j5e,6.977406458,-,2,[543.0],[526.0],0.629834254,0.357274401,0.012891344,0.551330798,0.429657795,0.019011407
Explained why some websites are good or bad,j5f,9.649244022,-,2,[548.0],[523.0],0.501824818,0.481751825,0.016423358,0.407265774,0.573613767,0.019120459
Suggested ways to behave towards other people online,j5g,11.72863484,-,2,[547.0],[525.0],0.475319927,0.511882998,0.012797075,0.375238095,0.601904762,0.022857143
Helped me in the past when something has bothered me on the internet,j5h,3.488949488,-,2,[532.0],[509.0],0.620300752,0.364661654,0.015037594,0.575638507,0.396856582,0.027504912
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,6.501065664,-,2,[525.0],[512.0],0.626666667,0.356190476,0.017142857,0.548828125,0.431640625,0.01953125
My friends really try to help me,k1a,4.7017552,-,2,[583.0],[583.0],0.12864494,0.847341338,0.024013722,0.092624357,0.873070326,0.034305317
I can count on my friends when things go wrong,k1b,3.338890919,-,2,[587.0],[579.0],0.141396934,0.846678024,0.011925043,0.110535406,0.870466321,0.018998273
I can talk about my problems with my friends,k1c,24.19788487,-,2,[587.0],[582.0],0.197614991,0.790459966,0.011925043,0.096219931,0.886597938,0.017182131
I get worried when I �?nd out my friends are having fun without me ,k1d,8.922299955,-,2,[574.0],[568.0],0.365853659,0.611498258,0.022648084,0.283450704,0.693661972,0.022887324
Suggested ways to use the internet safely,k2a,6.95936441,-,2,[574.0],[566.0],0.451219512,0.534843206,0.013937282,0.374558304,0.607773852,0.017667845
Encouraged me to explore and learn things on the internet,k2b,10.78106531,-,2,[572.0],[566.0],0.47027972,0.515734266,0.013986014,0.374558304,0.61130742,0.014134276
Helped me when I found something difficult to do on the internet,k2c,17.8279768,-,2,[564.0],[559.0],0.55141844,0.429078014,0.019503546,0.427549195,0.554561717,0.017889088
Explained why some websites are good or bad,k2d,5.867729582,-,2,[569.0],[558.0],0.553602812,0.427065026,0.019332162,0.482078853,0.498207885,0.019713262
Suggested ways to behave towards other people on the internet,k2e,15.63026844,-,2,[572.0],[560.0],0.576923077,0.412587413,0.01048951,0.460714286,0.521428571,0.017857143
Helped me in the past when something has bothered me on the internet,k2f,5.07052549,-,2,[563.0],[553.0],0.56660746,0.420959147,0.012433393,0.502712477,0.477396022,0.019891501
Have you suggested to your friends ways to use the internet safely?,k3,5.108774235,-,2,[572.0],[563.0],0.444055944,0.538461538,0.017482517,0.378330373,0.603907638,0.017761989
I feel safe in the area where I live,k4a,1.092852173,-,2,[595.0],[566.0],0.097478992,0.884033613,0.018487395,0.088339223,0.885159011,0.026501767
It is safe for younger children to play outside during the day,k4b,0.510411746,-,2,[595.0],[569.0],0.191596639,0.794957983,0.013445378,0.181019332,0.801405975,0.017574692
You can trust people around here,k4c,2.899181413,-,2,[593.0],[569.0],0.168634064,0.81618887,0.015177066,0.14059754,0.834797891,0.024604569
How often do you get some new clothes to wear?,a14,3.340970376,+,2,[608.0],[582.0],0.067434211,0.912828947,0.019736842,0.075601375,0.888316151,0.036082474
How easily can you find a quiet place to study or do homework?,a15,2.297633688,+,2,[610.0],[581.0],0.159016393,0.824590164,0.016393443,0.191049914,0.790017212,0.018932874
How often do you go on holiday [for at least one week] away from home?,a16,6.403449466,+,2,[604.0],[570.0],0.316225166,0.668874172,0.014900662,0.356140351,0.612280702,0.031578947
How often do you have fresh fruit and vegetables to eat?,a17,3.072240414,-,2,[613.0],[574.0],0.135399674,0.846655791,0.017944535,0.102787456,0.87630662,0.020905923
How often do you have fish or meat to eat?,a17a,19.97918047,-,2,[613.0],[580.0],0.156606852,0.825448613,0.017944535,0.074137931,0.910344828,0.015517241
Do you have at least two pairs of properly fitting shoes? [include: boots; sandals; trainers; etc.],a18,10.00737238,-,2,[618.0],[585.0],0.165048544,0.817152104,0.017799353,0.104273504,0.882051282,0.013675214
How often do you get some new games or toys to play with?,a19,11.12986171,+,2,[558.0],[519.0],0.553763441,0.38172043,0.064516129,0.587668593,0.304431599,0.107899807
I get very angry and often lose my temper,a20a,2.707991445,-,2,[611.0],[595.0],0.348608838,0.639934534,0.011456628,0.304201681,0.684033613,0.011764706
I usually do as I am told,a20b,0.723030709,-,2,[613.0],[593.0],0.092985318,0.893964111,0.013050571,0.087689713,0.903878583,0.008431703
I fight a lot; I can make other people do what I want,a20c,0.440349236,+,2,[612.0],[589.0],0.767973856,0.215686275,0.016339869,0.782682513,0.203735144,0.013582343
I am often accused of lying or cheating,a20d,2.645219794,+,2,[608.0],[585.0],0.694078947,0.284539474,0.021381579,0.735042735,0.24957265,0.015384615
I take things that are not mine from home; school or elsewhere,a20e,1.145085272,+,2,[602.0],[583.0],0.84717608,0.134551495,0.018272425,0.867924528,0.118353345,0.013722127
I worry a lot,a20f,4.85987642,-,2,[606.0],[588.0],0.259075908,0.726072607,0.014851485,0.209183673,0.780612245,0.010204082
I am nervous in certain new situations; I easily lose confidence,a20g,9.484887964,-,2,[589.0],[572.0],0.444821732,0.543293718,0.01188455,0.36013986,0.618881119,0.020979021
I get a lot of headaches; stomach-aches or sickness,a20h,6.375331512,-,2,[595.0],[581.0],0.613445378,0.378151261,0.008403361,0.547332186,0.43545611,0.017211704
I am often unhappy; sad or tearful,a20i,3.055973911,-,2,[600.0],[580.0],0.468333333,0.52,0.011666667,0.418965517,0.570689655,0.010344828
I have many fears and I am easily scared,a20j,2.010909514,-,2,[599.0],[579.0],0.358931553,0.621035058,0.020033389,0.350604491,0.639032815,0.010362694
I am restless; I cannot stay still for long,a20k,4.501183659,-,2,[592.0],[572.0],0.589527027,0.398648649,0.011824324,0.52972028,0.452797203,0.017482517
I finish the work I'm doing. My attention is good,a20l,8.360311374,-,2,[588.0],[578.0],0.221088435,0.767006803,0.011904762,0.157439446,0.823529412,0.019031142
I am easily distracted and find it difficult to concentrate,a20n,12.14255435,-,2,[590.0],[577.0],0.394915254,0.594915254,0.010169492,0.301559792,0.679376083,0.019064125
I think before I do things,a20o,1.188511052,-,2,[596.0],[585.0],0.119127517,0.86409396,0.016778523,0.104273504,0.883760684,0.011965812
Other people my age generally like me,a20p,7.281434471,-,2,[588.0],[578.0],0.263605442,0.717687075,0.018707483,0.202422145,0.785467128,0.012110727
Other children or young people pick on me,a20q,1.838837268,+,2,[593.0],[575.0],0.514333895,0.465430017,0.020236088,0.553043478,0.426086957,0.020869565
I am usually on my own; I generally play alone or keep to myself,a20r,2.097220105,+,2,[592.0],[569.0],0.614864865,0.373310811,0.011824324,0.60456942,0.37258348,0.0228471
I have at least one good friend,a20s,1.608160076,+,2,[601.0],[585.0],0.096505824,0.895174709,0.008319468,0.105982906,0.878632479,0.015384615
I get on better with adults than with people my own age,a20t,6.645631995,-,2,[580.0],[572.0],0.434482759,0.55,0.015517241,0.36013986,0.622377622,0.017482517
I am helpful if someone is hurt; upset or feeling ill,a20u,3.191575744,+,2,[587.0],[577.0],0.180579216,0.807495741,0.011925043,0.171577123,0.802426343,0.025996534
I try to be nice to other people. I care about their feelings,a20v,5.297170228,-,2,[583.0],[573.0],0.169811321,0.825042882,0.005145798,0.151832461,0.828970332,0.019197208
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,3.261969077,-,2,[581.0],[574.0],0.177280551,0.808950086,0.013769363,0.160278746,0.81184669,0.027874564
I usually share with others (food; games; pens etc.),a20x,3.661833373,-,2,[584.0],[574.0],0.140410959,0.849315068,0.010273973,0.106271777,0.87804878,0.015679443
Other children are treated better than me,a21a,1.310631526,+,2,[580.0],[573.0],0.317241379,0.662068966,0.020689655,0.312390925,0.656195462,0.031413613
People seem to think I am not smart,a21b,3.802776417,-,2,[590.0],[575.0],0.593220339,0.374576271,0.03220339,0.537391304,0.429565217,0.033043478
People seem to think they’re better than me,a21c,7.525198055,-,2,[586.0],[569.0],0.455631399,0.520477816,0.023890785,0.377855888,0.588752197,0.033391916
I get called names or insulted by other children,a21d,2.892501855,+,2,[585.0],[571.0],0.451282051,0.528205128,0.020512821,0.481611208,0.486865149,0.031523643
Because of where my family is from,a22a,0.125125878,+,1,[353.0],[362.0],0.804532578,0.195467422,0,0.814917127,0.185082873,0
Because of my skin colour,a22b,0.113231614,+,1,[354.0],[362.0],0.793785311,0.206214689,0,0.803867403,0.196132597,0
Because of my religion,a22c,0.3873017,-,1,[353.0],[362.0],0.90368272,0.09631728,0,0.889502762,0.110497238,0
Because of my height or weight,a22d,0.01294808,-,1,[353.0],[362.0],0.711048159,0.288951841,0,0.70718232,0.29281768,0
Because of a disability,a22e,0.104911727,-,1,[353.0],[362.0],0.926345609,0.073654391,0,0.919889503,0.080110497,0
Because of not having enough money,a22f,1.333938345,-,1,[353.0],[362.0],0.849858357,0.150141643,0,0.817679558,0.182320442,0
Because of my sexual orientation,a22g,0.605561933,+,1,[353.0],[362.0],0.946175637,0.053824363,0,0.958563536,0.041436464,0
Because of how I look or behave,a22h,0.479204292,-,1,[353.0],[362.0],0.722379603,0.277620397,0,0.698895028,0.301104972,0
Because of my attitude,a22j,0.074429044,-,1,[353.0],[362.0],0.708215297,0.291784703,0,0.698895028,0.301104972,0
Because of my opinions or beliefs,a22i,1.392649769,-,1,[353.0],[362.0],0.830028329,0.169971671,0,0.79558011,0.20441989,0
Because my parents are not around (i.e.; OFW),a22k,2.343406505,+,1,[353.0],[362.0],0.92917847,0.07082153,0,0.955801105,0.044198895,0
Because of the ethnic group I belong to,a22l,1.377645152,-,1,[353.0],[362.0],0.963172805,0.036827195,0,0.944751381,0.055248619,0
Due to conflict / war in our area,a22m,1.018231226,+,1,[353.0],[362.0],0.968838527,0.031161473,0,0.980662983,0.019337017,0
Because I am not studying (i.e.; out-of-school),a22n,2.768138816,+,1,[353.0],[362.0],0.95184136,0.04815864,0,0.975138122,0.024861878,0
Because I do not have a permanent residence / house,a22o,0.260855337,+,1,[353.0],[362.0],0.968838527,0.031161473,0,0.975138122,0.024861878,0
When you were treated this way; how often did it happen on the internet?,a23,0.034050263,-,2,[447.0],[430.0],0.731543624,0.248322148,0.020134228,0.730232558,0.251162791,0.018604651
I do dangerous things for fun,a24a,2.86399422,+,2,[574.0],[563.0],0.775261324,0.209059233,0.015679443,0.785079929,0.186500888,0.028419183
I do exciting things; even if they are dangerous,a24b,1.181616018,+,2,[577.0],[566.0],0.746967071,0.237435009,0.01559792,0.756183746,0.220848057,0.022968198
Had so much alcohol that I got really drunk,a25a,16.57431189,-,2,[574.0],[568.0],0.933797909,0.043554007,0.022648084,0.866197183,0.105633803,0.028169014
Missed school lessons without my parent(s)/carer(s) knowing,a25b,13.95046201,-,2,[585.0],[574.0],0.873504274,0.111111111,0.015384615,0.792682927,0.175958188,0.031358885
Had sexual intercourse,a25c,0.401663643,-,2,[576.0],[573.0],0.899305556,0.067708333,0.032986111,0.888307155,0.073298429,0.038394415
Been in trouble with my teachers for bad behaviour,a25d,9.856362287,-,2,[585.0],[565.0],0.868376068,0.102564103,0.029059829,0.860176991,0.132743363,0.007079646
Been in trouble with the police,a25e,0.26477538,+,2,[580.0],[569.0],0.929310345,0.048275862,0.022413793,0.936731107,0.043936731,0.019332162
Met personally with someone whom I met online (i.e.; eyeball),a25f,4.266513498,-,2,[578.0],[570.0],0.887543253,0.105536332,0.006920415,0.854385965,0.128070175,0.01754386
I can solve difficult problems if I try hard enough,a26a,17.86787473,-,2,[577.0],[561.0],0.33102253,0.651646447,0.017331023,0.219251337,0.762923351,0.017825312
If someone opposes me; I can find ways to get what I want,a26b,10.42349196,-,2,[556.0],[545.0],0.429856115,0.54676259,0.023381295,0.335779817,0.640366972,0.023853211
It's easy for me to stick to my aims and achieve my goals,a26c,2.060241629,-,2,[565.0],[549.0],0.22300885,0.757522124,0.019469027,0.189435337,0.786885246,0.023679417
I am confident that I can deal with unexpected problems,a26d,13.1143274,-,2,[553.0],[553.0],0.287522604,0.685352622,0.027124774,0.195298373,0.779385172,0.025316456
I can stay calm when things get difficult because I am good at coping,a26g,9.24332227,-,2,[562.0],[557.0],0.222419929,0.763345196,0.014234875,0.157989228,0.81508079,0.026929982
Ideally; if you are given an opportunity; what level of education do you want to finish?,a27,1.266223205,-,2,[623.0],[604.0],0.075441413,0.91011236,0.014446228,0.059602649,0.927152318,0.013245033
Imagine if given the opportunity to finish your studies or to get your desired career in the future; where do you want to work?,a28,,,2,[612.0],[603.0],0.985294118,0.003267974,0.011437908,0.975124378,0.008291874,0.016583748
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,4.408046699,-,2,[581.0],[571.0],0.337349398,0.645438898,0.017211704,0.280210158,0.700525394,0.019264448
When I use the internet; I feel I want to achieve more in life.,a29b,3.526420405,-,2,[579.0],[571.0],0.393782383,0.588946459,0.017271157,0.34150613,0.642732049,0.015761821
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,6.393513735,-,2,[587.0],[577.0],0.867120954,0.112436116,0.02044293,0.812824957,0.157712305,0.029462738
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,3.71207546,-,2,[576.0],[565.0],0.899305556,0.078125,0.022569444,0.867256637,0.111504425,0.021238938
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,21.39964517,-,2,[573.0],[571.0],0.82547993,0.151832461,0.022687609,0.725043783,0.260945709,0.014010508
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,0.892629338,-,2,[557.0],[557.0],0.877917415,0.098743268,0.023339318,0.86535009,0.102333932,0.032315978
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,0.541024205,-,2,[575.0],[562.0],0.846956522,0.125217391,0.027826087,0.830960854,0.138790036,0.03024911
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,3.149590369,-,2,[572.0],[568.0],0.895104895,0.087412587,0.017482517,0.86443662,0.105633803,0.029929577
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,1.323082028,-,2,[577.0],[572.0],0.89254766,0.088388215,0.019064125,0.870629371,0.106643357,0.022727273
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,,,2,[55.0],[61.0],0.654545455,0.309090909,0.036363636,0.770491803,0.229508197,0
I have talked about sexual acts with someone on the internet when I did not want to,g3b,,,2,[71.0],[82.0],0.633802817,0.323943662,0.042253521,0.597560976,0.341463415,0.06097561
I have done something sexual on the internet when I did not want to,g3c,,,2,[52.0],[61.0],0.461538462,0.5,0.038461538,0.655737705,0.295081967,0.049180328
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,,,2,[52.0],[63.0],0.673076923,0.307692308,0.019230769,0.825396825,0.158730159,0.015873016
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); did it happen when you were using which of the following?,g4,7.82952185,+,4,[112.0],[128.0],0.651785714,0.214285714,0.133928571,0.7109375,0.09375,0.1953125
Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); who was the person who did this?,g5,,,9,[105.0],[118.0],0.20952381,0.180952381,0.60952381,0.194915254,0.118644068,0.686440678
Brother (over 18),g9a,0.348236349,+,1,[100.0],[107.0],0.8,0.2,0,0.831775701,0.168224299,0
Sister (over 18),g9b,1.389507427,+,1,[100.0],[107.0],0.82,0.18,0,0.878504673,0.121495327,0
A younger brother or sister,g9c,1.856121879,+,1,[100.0],[107.0],0.81,0.19,0,0.878504673,0.121495327,0
Father or step-/foster father,g9d,5.88208579,+,1,[100.0],[107.0],0.87,0.13,0,0.962616822,0.037383178,0
Mother or step-/foster mother,g9e,2.31581042,+,1,[100.0],[107.0],0.86,0.14,0,0.925233645,0.074766355,0
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.365062458,+,1,[100.0],[107.0],0.86,0.14,0,0.887850467,0.112149533,0
Friend or acquaintance,g9g,0.02085273,+,1,[100.0],[107.0],0.72,0.28,0,0.728971963,0.271028037,0
Teacher/ educator,g9h,2.773878245,+,1,[100.0],[107.0],0.92,0.08,0,0.971962617,0.028037383,0
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,1.39839201,+,1,[100.0],[107.0],0.9,0.1,0,0.943925234,0.056074766,0
Other (specify),g9i,0.180931632,+,1,[100.0],[107.0],0.94,0.06,0,0.953271028,0.046728972,0
